LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),추천수량,KELLY_ENGINE,KELLY_ERROR,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON
11,319400,현대무벡스,KOSDAQ,조선·기계·설비,31350,778.64,34916.4,18.0,58.8,ARMED,ARMED,2,True,1,False,79.4,79.4,100.0,86.7,23.4,0.0,60.5,70.0,76.6,4.2,1.02,0.0,RR1.0 + 진입적정 + 대기,0,31350.0,28300.0,34450.0,37700.0,,0.0,1.18,31044,195.56,특이사항 없음,0,18.22,63.7,6.34,STRUCT 강점,TIMING 보조,,스퀴즈/품질 대기,CAUTION,49.2,일반 목적용 기계 제조업,77863732625.0,67.7,28.36,0,0,-0.16,4.15,2.96,31.45,-1.57,207.35,21.46,-31.85,152.84,0.108,0.103,1,11.8,1,0,2.43,0.68,50400.0,SWING_20D,80,SWING_60D,60,SWING_120D,45,v1_sl_first_gap_at_open,9.73,5.0,1.0,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,26275.0,0.98,-0.0847,False,O,▲,31232,▼,O,X,0,0,0,3.03,249,0,1,1,1,0.0,일반 목적용 기계 제조업,10.904931506849314,32.65931506849315,3.0,23.4,OK,63.0,63.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,79.4,79.4,79.4,30.28,30.28,FRESH,0.62,,False,0.555,False,MATURE,4069.0,1.016,1.022,1.016,0.0588,587870.0,18.0,v22_calibrated,,,,,,True,9.9,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
12,079810,APS이노베이션,KOSDAQ,IT/전기전자,6950,65.69,1496.2,0.0,,ARMED,ARMED,2,True,1,False,72.6,72.6,96.1,40.3,90.3,0.0,59.8,75.6,55.8,30.2,1.42,0.0,RR1.4 + 진입적정 + 대기,0,6950.0,5900.0,8440.0,9510.0,,-1.41,0.53,6335,19.02,특이사항 없음,0,38.35,68.1,13.62,STRUCT 강점,AI 보조,,스퀴즈/품질 대기,CAUTION,49.2,기타 전기장비 제조업,6569230600.0,85.8,79.65,0,0,-7.33,-10.55,1.02,64.11,23.23,10.14,54.12,-7.05,-44.37,0.054,0.054,1,12.0,1,0,2.46,0.65,11300.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,v1_sl_first_gap_at_open,15.11,6.0,1.4,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,5638.0,9.7,-0.4959,False,O,▲,7651,▲,X,X,0,0,0,1.47,250,0,1,1,1,0.0,기타 전기장비 제조업,2.8081111111111112,29.43988888888889,7.0,90.3,OK,26.495609342480076,26.495609342480076,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,72.6,72.6,72.6,30.28,30.28,FRESH,0.62,,False,0.501,False,MATURE,4069.0,1.419,0.878,0.878,0.0,0.0,,v22_calibrated,,,,,,True,21.4,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
13,046120,오르비텍,KOSDAQ,서비스 기타,12020,149.86,4069.4,0.0,,ARMED,ARMED,2,True,1,False,72.0,72.0,100.0,51.1,57.7,0.0,59.2,69.6,48.9,38.9,1.17,0.0,RR1.2 + 진입적정 + 대기,0,12020.0,10210.0,14130.0,16410.0,,1.05,0.38,9348,197.0,특이사항 없음,5,8.92,61.1,6.18,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,49.2,기타 과학기술 서비스업,14986187140.0,67.8,28.27,1,0,-1.15,6.0,16.47,11.3,166.22,179.53,1.31,135.94,125.02,0.117,0.117,1,12.0,1,0,3.17,0.53,19720.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,15.06,6.0,1.2,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,9054.5,28.58,0.3372,False,O,▲,12064,▲,X,X,0,0,0,1.89,250,0,1,1,1,0.0,기타 과학기술 서비스업,7.153870967741935,13.568709677419355,11.0,57.7,OK,29.473824101770802,29.473824101770802,10,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,72.0,72.0,72.0,30.28,30.28,FRESH,0.62,,False,0.496,False,MATURE,4069.0,1.166,0.878,0.878,0.0,0.0,,v22_calibrated,,,,,,True,17.6,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
14,038500,삼표시멘트,KOSDAQ,기타,16190,211.21,17471.6,0.0,,ARMED,ARMED,2,True,1,False,72.8,72.8,100.0,40.4,83.4,0.0,58.7,74.6,59.6,25.5,3.04,0.0,RR3.0 + 진입적정 + 대기,0,16190.0,15040.0,19690.0,23500.0,,-0.71,0.29,14840,229.19,특이사항 없음,1,10.39,35.3,1.1,STRUCT 강점,AI 보조,,스퀴즈/품질 대기,CAUTION,49.2,기타 비금속 광물제품 제조업,21120963920.0,70.0,22.84,0,0,-0.43,-0.86,-3.92,9.39,211.35,439.67,-0.6,181.07,385.16,0.218,0.17,1,12.0,1,0,3.56,0.38,28500.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,7.1,5.0,3.0,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,18657.0,9.09,0.0603,True,O,▲,16054,▼,O,X,0,0,0,0.0,249,0,1,1,1,0.0,기타 비금속 광물제품 제조업,7.818846153846153,14.542115384615384,10.0,83.4,OK,36.319530215359165,36.319530215359165,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,72.8,72.8,72.8,30.28,30.28,FRESH,0.62,,False,0.502,False,MATURE,4069.0,3.043,0.878,0.878,0.0,0.0,,v22_calibrated,,,,,,True,21.6,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
15,065450,빅텍,KOSDAQ,기타,5900,77.58,1697.3,0.0,,ARMED,ARMED,2,True,1,False,68.0,68.0,91.6,53.0,51.0,0.0,57.6,65.2,40.6,49.3,1.07,0.0,RR1.1 + 진입적정 + 대기,0,5900.0,5010.0,6850.0,7790.0,,-0.15,0.2,5510,2.47,특이사항 없음,1,12.98,63.8,4.6,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,49.2,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",7758447965.0,86.2,30.11,1,0,-2.8,3.15,7.27,28.26,53.85,57.97,18.27,23.57,3.46,0.127,0.127,1,12.0,0,0,1.03,0.58,7990.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,15.08,6.0,1.1,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,4906.0,7.07,-0.1194,False,O,▲,5965,▲,X,X,0,0,0,0.49,250,0,1,1,1,0.0,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",7.818846153846153,14.542115384615384,10.0,51.0,OK,28.0,28.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,68.0,68.0,68.0,30.28,30.28,FRESH,0.62,,False,0.464,False,MATURE,4069.0,1.067,0.878,0.878,0.0,0.0,,v22_calibrated,,,,,,True,16.1,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
16,388050,지투파워,KOSDAQ,인프라·에너지,13910,105.4,2602.5,0.0,,ARMED,ARMED,2,True,1,False,70.8,70.8,100.0,42.7,68.4,0.0,56.8,70.4,57.3,28.4,1.77,0.0,RR1.8 + 진입적정 + 대기,0,13910.0,12460.0,16480.0,17460.0,,-0.78,0.27,12247,15.96,특이사항 없음,0,18.0,61.6,4.31,STRUCT 강점,AI 보조,,스퀴즈/품질 대기,CAUTION,49.2,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",10540361240.0,82.3,32.75,0,0,-4.6,-2.59,7.58,20.33,58.07,60.44,10.34,27.79,5.93,0.051,0.051,1,12.0,1,0,2.35,0.54,18670.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,10.42,6.0,1.8,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,11469.0,13.57,-0.1607,False,O,▲,14776,▼,X,X,0,0,0,0.62,250,0,1,1,1,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",10.44375,27.81125,5.0,68.4,OK,25.0,25.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,70.8,70.8,70.8,30.28,30.28,FRESH,0.62,,False,0.486,False,MATURE,4069.0,1.772,0.878,0.878,0.0,0.0,,v22_calibrated,,,,,,True,18.5,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
17,251270,넷마블,KOSPI,인터넷/플랫폼·게임,50600,74.86,41471.9,0.0,,ARMED,ARMED,2,True,1,False,61.9,61.9,71.4,59.7,47.5,0.0,56.6,59.5,23.9,70.1,1.0,0.0,RR1.0 + 진입적정 + 대기,0,50600.0,48000.0,53200.0,58900.0,⚡눌림회복,-0.73,0.74,52812,0.6,특이사항 없음,5,2.17,52.7,0.36,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,49.2,소프트웨어 개발 및 공급업,7485604300.0,49.5,6.61,1,1,1.2,0.0,-0.2,2.85,-4.17,-6.47,-7.14,-34.45,-60.98,0.693,0.368,1,6.0,1,0,1.47,0.45,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,5.14,5.0,1.0,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,47375.0,-4.19,-0.0757,True,X,▲,50757,▼,X,X,0,0,0,0.4,250,0,1,-1,1,0.0,소프트웨어 개발 및 공급업,3.7266666666666666,-3.92,15.0,47.5,OK,40.25120072558777,40.25120072558777,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,61.9,61.9,61.9,30.28,30.28,FRESH,0.62,,False,0.415,True,MATURE,4069.0,1.0,0.878,0.878,0.0,0.0,,v22_calibrated,,,,,,True,5.1,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
18,000390,삼화페인트,KOSPI,화학·소재,9810,100.03,2668.7,0.0,,ARMED,ARMED,2,True,1,False,69.1,69.1,100.0,50.9,43.9,0.0,54.9,64.9,56.1,29.9,1.18,0.0,RR1.2 + 진입적정 + 대기,0,9810.0,9010.0,10750.0,14300.0,,0.16,0.94,10234,-0.5,특이사항 없음,3,8.4,57.7,5.07,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,49.2,기타 화학제품 제조업,10002552825.0,73.1,15.35,0,0,0.72,2.83,-1.01,11.48,47.08,68.85,1.49,16.8,14.34,0.486,0.435,0,9.7,1,0,5.17,0.57,16400.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,8.15,6.0,1.2,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,8722.0,-4.14,0.0697,False,O,▲,9632,▲,O,X,0,0,0,1.64,250,0,1,1,1,0.0,기타 화학제품 제조업,8.020196078431372,19.193137254901963,9.0,43.9,OK,59.305904746441165,59.305904746441165,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,69.1,69.1,69.1,30.28,30.28,FRESH,0.62,,False,0.473,False,MATURE,4069.0,1.175,0.878,0.878,0.0,0.0,,v22_calibrated,,,,,,True,9.6,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
19,064260,다날,KOSDAQ,IT/전기전자,7650,356.69,5786.9,0.0,,ARMED,ARMED,2,True,1,False,69.6,69.6,99.8,32.8,82.6,0.0,54.4,71.7,67.0,16.2,2.78,0.0,RR2.8 + 진입적정 + 대기,0,7650.0,7280.0,8680.0,8870.0,,-1.19,0.49,8223,8.69,특이사항 없음,0,30.38,54.0,1.99,STRUCT 강점,AI 보조,,스퀴즈/품질 대기,CAUTION,49.2,소프트웨어 개발 및 공급업,35669276200.0,74.5,36.41,0,0,0.0,-2.92,-2.8,28.36,-14.81,-5.09,18.37,-45.09,-59.6,0.54,0.322,1,12.0,1,0,2.03,0.65,10060.0,SWING_20D,80,BB_UPPER,75,SWING_60D,60,v1_sl_first_gap_at_open,4.84,5.0,2.8,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,6650.0,-6.97,-0.3,True,X,▲,7902,▼,X,X,0,0,0,0.0,250,0,1,-1,1,0.0,소프트웨어 개발 및 공급업,2.8081111111111112,29.43988888888889,7.0,82.6,OK,25.0,25.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,69.6,69.6,69.6,30.28,30.28,FRESH,0.62,,False,0.477,False,MATURE,4069.0,2.784,0.878,0.878,0.0,0.0,,v22_calibrated,,,,,,True,13.5,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
20,476060,온코닉테라퓨틱스,KOSDAQ,기타,22000,86.63,9875.3,0.0,,ARMED,ARMED,2,True,1,False,68.0,68.0,99.2,50.7,40.0,0.0,53.3,63.3,59.2,26.0,2.27,0.0,RR2.3 + 진입적정 + 대기,0,22000.0,20500.0,25400.0,28900.0,,-0.68,0.78,22685,14.19,특이사항 없음,0,9.42,56.5,0.28,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,49.2,자연과학 및 공학 연구개발업,8662627000.0,63.7,25.48,0,0,-3.93,-2.44,-1.57,4.51,13.7,28.35,-5.48,-16.58,-26.16,0.164,0.136,1,12.0,1,0,2.65,0.44,32450.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,6.82,5.0,2.3,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,25782.0,-3.02,-0.1421,True,O,▲,23101,▼,X,X,0,0,0,-1.09,250,0,1,1,1,0.0,자연과학 및 공학 연구개발업,7.818846153846153,14.542115384615384,10.0,40.0,OK,44.29505156278955,44.29505156278955,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,68.0,68.0,68.0,30.28,30.28,FRESH,0.62,,False,0.464,False,MATURE,4069.0,2.267,0.878,0.878,0.0,0.0,,v22_calibrated,,,,,,True,15.5,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
21,010130,고려아연,KOSPI,철강·금속,1627000,583.49,339603.2,0.0,,ARMED,ARMED,2,True,1,False,66.2,66.2,96.7,43.8,49.8,0.0,53.1,63.4,52.9,33.9,1.85,0.0,RR1.9 + 진입적정 + 대기,0,1627000.0,1561000.0,1749000.0,2188000.0,,-1.06,0.58,1692766,4.8,특이사항 없음,0,11.11,55.4,1.44,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,49.2,1차 비철금속 제조업,58348852500.0,50.9,20.42,0,0,-0.91,-2.57,-1.33,14.42,-9.66,57.5,4.43,-39.94,2.99,0.305,0.217,1,8.3,1,0,3.08,0.59,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,4.06,4.0,1.8,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,1471750.0,-3.89,-0.253,True,O,▲,1693529,▼,X,X,0,0,0,0.18,250,0,1,1,1,0.0,1차 비철금속 제조업,17.976129032258065,31.49741935483871,2.0,49.8,OK,27.71863467898505,27.71863467898505,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,66.2,66.2,66.2,30.28,30.28,FRESH,0.62,,False,0.45,True,MATURE,4069.0,1.848,0.878,0.878,0.0,0.0,,v22_calibrated,,,,,,True,7.5,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
22,003570,SNT다이내믹스,KOSPI,자동차·모빌리티,55000,66.0,18289.0,0.0,,ARMED,ARMED,2,True,1,False,68.5,68.5,100.0,30.9,80.5,0.0,53.0,70.5,69.1,13.6,1.31,0.0,RR1.3 + 진입적정 + 대기,0,55000.0,51400.0,59700.0,61900.0,,0.39,0.8,52919,-2.99,특이사항 없음,0,9.96,60.4,1.8,STRUCT 강점,AI 보조,,스퀴즈/품질 대기,CAUTION,49.2,자동차 신품 부품 제조업,6600067450.0,81.0,20.85,0,0,-2.31,2.42,-0.54,13.87,3.97,2.04,3.88,-26.31,-52.47,0.282,0.282,0,12.0,1,0,2.14,0.59,67000.0,SWING_20D,80,ATR_2x,70,ATR_3.5x,45,v1_sl_first_gap_at_open,6.55,5.0,1.3,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,48040.0,3.93,-0.0898,True,O,▲,57058,▼,X,X,0,0,0,1.07,250,0,1,1,1,0.0,자동차 신품 부품 제조업,3.7342105263157896,6.990526315789474,13.0,80.5,OK,36.31098669103869,36.31098669103869,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,68.5,68.5,68.5,30.28,30.28,FRESH,0.62,,False,0.468,False,MATURE,4069.0,1.306,0.878,0.878,0.0,0.0,,v22_calibrated,,,,,,True,8.5,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
23,032820,우리기술,KOSDAQ,인프라·에너지,22250,1626.69,38068.9,0.0,,ARMED,ARMED,2,True,1,False,67.7,67.7,99.5,50.1,39.5,0.0,52.9,63.0,60.0,25.0,1.74,0.0,RR1.7 + 진입적정 + 대기,0,22250.0,20500.0,25300.0,30200.0,,-0.4,0.49,19359,145.44,특이사항 없음,5,9.59,42.4,1.16,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,49.2,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",162669234475.0,62.5,18.72,1,0,-3.89,-1.33,5.95,9.07,154.58,361.62,-0.92,124.3,307.11,0.264,0.23,1,12.0,1,0,2.74,0.49,36100.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,7.87,5.0,1.7,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,18912.0,14.93,0.104,True,O,▲,23109,▲,X,X,0,0,0,0.0,250,0,1,1,1,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",10.44375,27.81125,5.0,39.5,OK,28.029397162514286,28.029397162514286,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,67.7,67.7,67.7,30.28,30.28,FRESH,0.62,,False,0.462,False,MATURE,4069.0,1.743,0.878,0.878,0.0,0.0,,v22_calibrated,,,,,,True,13.7,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
24,073490,LIG아큐버,KOSDAQ,IT/전기전자,48450,152.15,3684.1,0.0,,ARMED,ARMED,2,True,1,False,66.8,66.8,100.0,44.0,46.2,0.0,52.8,63.4,56.0,30.0,2.75,0.0,RR2.8 + 진입적정 + 대기,0,48450.0,43350.0,62500.0,65100.0,,-0.75,0.54,45354,14.81,특이사항 없음,0,13.31,59.4,3.39,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,49.2,통신 및 방송 장비 제조업,15215052525.0,84.3,42.99,0,0,-5.0,-12.39,3.97,27.33,65.36,107.05,17.34,35.08,52.54,0.04,0.04,1,12.0,1,0,2.59,0.39,71800.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,10.53,6.0,2.8,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,42665.0,6.83,-0.5474,False,O,▲,54460,▼,X,X,0,0,0,1.37,250,0,1,1,1,0.0,통신 및 방송 장비 제조업,2.8081111111111112,29.43988888888889,7.0,46.2,OK,26.66868322689153,26.66868322689153,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,66.8,66.8,66.8,30.28,30.28,FRESH,0.62,,False,0.454,False,MATURE,4069.0,2.755,0.878,0.878,0.0,0.0,,v22_calibrated,,,,,,True,29.0,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
25,001450,현대해상,KOSPI,금융,30850,119.88,26299.1,0.0,,ARMED,ARMED,2,True,1,False,63.8,63.8,75.1,77.6,13.4,0.0,51.0,55.4,64.2,19.8,8.38,0.0,RR8.4 + 진입적정 + 대기,0,30850.0,29250.0,44250.0,48950.0,⚡눌림회복,1.31,1.13,32885,0.96,특이사항 없음,5,1.36,56.2,1.84,TIMING 강점,STRUCT 보조,,스퀴즈/품질 대기,CAUTION,49.2,보험업,11988293225.0,59.5,5.58,1,1,1.15,2.32,1.65,2.32,11.57,13.0,-7.67,-18.71,-41.51,0.263,0.128,1,6.0,0,0,1.74,0.61,54900.0,SWING_60D,60,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,5.19,5.0,8.4,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,31950.0,-6.19,0.0382,True,O,▲,30563,▲,O,X,0,0,0,-0.33,250,0,1,1,1,0.0,보험업,8.51875,22.95075,8.0,13.4,OK,59.541640345042225,59.541640345042225,10,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,63.8,63.8,63.8,30.28,30.28,FRESH,0.62,,False,0.43,True,MATURE,4069.0,8.375,0.878,0.878,0.0,0.0,,v22_calibrated,,,,,,True,43.4,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
26,290650,엘앤씨바이오,KOSDAQ,바이오·의약품,70100,140.71,17417.8,0.0,,ARMED,ARMED,2,True,1,False,66.1,66.1,100.0,57.8,14.9,0.0,47.8,57.6,85.1,0.0,0.97,0.0,진입적정 + 대기,0,70100.0,64000.0,76000.0,125000.0,,-0.51,1.01,85811,3.64,특이사항 없음,0,10.74,58.6,1.32,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,49.2,의약품 제조업,14071048200.0,61.8,18.74,0,0,-3.18,2.04,-3.58,4.16,-6.28,32.77,-5.83,-36.56,-21.74,0.427,0.23,1,12.0,1,0,2.53,0.64,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,8.7,5.0,1.0,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,78180.0,-18.31,0.0319,False,X,▲,70870,▼,X,X,0,0,0,-0.55,250,0,1,1,1,0.0,의약품 제조업,-0.5384615384615384,-9.735384615384616,16.0,14.9,OK,52.044059501854036,52.044059501854036,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,66.1,66.1,66.1,30.28,30.28,FRESH,0.62,,False,0.449,True,MATURE,4069.0,0.967,0.878,0.878,0.0,0.0,,v22_calibrated,,,,,,True,8.4,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
