종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),추천매수가,손절가,추천매도가1,추천매도가2,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,VWAP,VWAP_GAP,캔들패턴,MACD_Hist,MACD_Slope_PCT,거래강도,V_POWER,SUPERTREND_VAL,SUPERTREND_DIR,BB_BW,BB_SQUEEZE_BW,TTM_SQUEEZE,BB_SQUEEZE,Above_MA20,IS_SWING_SUPPORT,ret_5d_%,ret_10d_%,ret_60d_%,EBS,통과,근거,ATR_MULT,추천수량,추천금액(만원),SECTOR_RET_5D,SECTOR_RANK,RR1,Now%,ST_DIR,AI_COMMENT,MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
476040,오가노이드사이언스,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,44600,247.85,2934.8,40000,36600,44150,48250,22.6,16.4,23.0,↩️ PULL (눌림),② 상승 후 조정,42.95,25.63,37.01,17.68,9.47,0,0.0,0.0,0.78,0.0,0.26,0.14,0.63,68.7,90.0,14.79,43171,3.31,,349.969,-0.3144,0.8,1.22,36605,1,51.25,0,0,0,1,False,6.06,0.34,23.72,5,★,"정배열(단), 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,58,232.0,0.4430701754385964,6.0,-0.05625,11.5,1,💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),2,357,20251219,20251219,16.7,6.04,23.72,17.68
274090,켄코아에어로스페이스,KOSDAQ,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",기타,11670,175.2,1529.3,10690,10190,11300,11900,21.4,11.0,25.7,🔻 REV (역추세 반등),④ 바닥 반등 시도,13.08,-5.12,7.14,-7.89,-21.28,0,0.0,0.0,0.55,0.0,0.51,0.07,0.0,67.2,90.1,12.4,11716,-0.4,,226.6154,0.1953,5.7,-0.07,10193,1,26.24,0,0,0,1,False,6.19,20.43,-1.85,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입, MACD>Sig",2.5,233,249.1,0.4430701754385964,6.0,-0.25,9.167446211412535,1,📉 매도세 우위. 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),4,358,20251219,20251219,16.7,6.04,-1.85,-7.89
298830,슈어소프트테크,KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,IT/전기전자,7010,149.15,3688.6,6270,5770,6880,7480,20.6,14.4,25.3,↩️ PULL (눌림),② 상승 후 조정,39.92,28.39,33.98,35.72,12.23,0,0.0,0.0,0.9,0.0,0.31,0.05,0.49,75.0,80.0,15.08,7153,-2.01,,88.7486,-0.3424,0.94,-1.24,5774,1,56.8,0,0,0,1,False,-1.82,23.85,41.76,4,,"정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",2.5,398,249.5,-0.17784313725490195,7.0,-0.10483870967741936,11.802232854864434,1,📉 매도세 우위. 💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),2,359,20251219,20251219,16.7,6.04,41.76,35.72
078520,에이블씨엔씨,KOSPI,기타 화학제품 제조업,기타 화학제품 제조업,화학·소재,11220,61.45,2918.8,10500,9680,11740,12970,20.5,32.6,32.3,🔻 REV (역추세 반등),④ 바닥 반등 시도,13.91,48.22,9.57,-18.79,17.66,0,0.27,0.49,0.93,0.0,0.61,0.0,0.68,60.1,74.5,10.03,11687,-4.0,,229.8899,0.216,0.77,2.63,9683,1,40.96,0,0,0,1,False,22.89,16.75,-2.09,6,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",2.5,238,249.9,-0.42531250000000004,8.0,0.33766233766233766,6.857142857142858,1,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),4,360,20251219,20251219,16.7,6.04,-2.09,-18.79
394800,쓰리빌리언,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,18280,155.52,5806.0,15720,14140,17610,19490,20.1,10.7,23.4,↩️ PULL (눌림),② 상승 후 조정,66.18,147.03,60.24,140.99,130.87,0,0.0,0.0,0.36,0.0,0.49,0.05,0.49,78.6,77.1,19.81,18406,-0.69,,84.5252,-0.5316,0.61,0.38,13783,1,77.7,0,0,0,1,False,2.18,20.11,147.03,4,,"정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",2.5,126,198.1,0.4430701754385964,6.0,-0.16183574879227053,16.28498727735369,1,📉 매도세 우위. 💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),2,361,20251219,20251219,16.7,6.04,147.03,140.99
376300,디어유,KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,IT/전기전자,37200,219.27,8830.7,34250,32250,36650,39050,20.0,15.5,26.3,🔻 REV (역추세 반등),④ 바닥 반등 시도,16.43,-30.34,10.49,-26.47,-46.5,0,0.0,0.0,0.86,0.0,0.38,0.11,0.33,73.0,64.9,11.86,36000,3.33,,748.84,0.2036,3.23,2.11,32265,1,21.44,0,0,0,1,False,10.71,12.73,-20.43,4,,"MACD상승, 거래량↑, 자금유입, MACD>Sig, VWAP상회",2.5,72,246.6,-0.17784313725490195,7.0,-0.1111111111111111,8.613138686131387,1,💪 매수세 장악(Power Buying). 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),4,362,20251219,20251219,16.7,6.04,-20.43,-26.47
004310,현대약품,KOSPI,의약품 제조업,의약품 제조업,바이오·의약품,6000,109.57,1920.0,5250,4725,5890,6520,19.5,11.8,20.4,↩️ PULL (눌림),② 상승 후 조정,66.44,74.42,62.1,35.01,43.86,0,0.0,0.0,0.37,0.0,0.34,0.01,0.39,67.9,78.9,17.65,6760,-11.25,,82.0675,-0.7601,0.35,-0.3,5978,1,109.77,0,0,0,1,True,-1.48,18.58,51.71,4,,"정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",2.5,380,199.5,3.2100000000000004,3.0,-0.08627450980392157,14.285714285714285,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),2,363,20251219,20251219,16.7,6.04,51.71,35.01
067830,세이브존I&C,KOSPI,종합 소매업,종합 소매업,유통·소비재,3545,255.32,1454.9,2920,2685,3265,3610,19.3,20.9,29.1,🔁 MR (반전),① 강한 상승 추세,52.15,33.27,47.81,17.07,2.71,0,0.0,0.0,0.89,0.0,0.51,0.14,0.39,65.7,75.1,25.12,3669,-3.4,,106.4121,0.0399,2.87,1.76,2688,1,71.01,0,0,0,1,False,-2.21,36.87,33.77,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",2.5,851,248.5,3.7046666666666668,2.0,-0.32558139534883723,21.404109589041095,1,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),1,364,20251219,20251219,16.7,6.04,33.77,17.07
000050,경방,KOSPI,종합 소매업,종합 소매업,유통·소비재,9260,71.47,2538.7,8550,7690,9590,10610,18.9,21.2,19.4,↩️ PULL (눌림),② 상승 후 조정,34.01,20.26,29.67,13.54,-10.3,0,0.17,0.37,0.35,0.0,0.42,0.0,0.49,63.0,65.3,11.49,11680,-20.73,,205.0541,-0.6806,0.95,-1.86,13779,-1,79.87,0,0,0,1,False,-15.89,25.14,30.24,5,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",2.5,232,198.4,3.7046666666666668,2.0,0.21019108280254778,8.304093567251462,-1,📉 매도세 우위. 💸 자금 유입 지속. ⚠️ 단기 급등 조정 주의.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),2,365,20251219,20251219,16.7,6.04,30.24,13.54
272210,한화시스템,KOSPI,전자부품 제조업,전자부품 제조업,IT/전기전자,54300,2885.03,102583.2,49700,47900,51900,54100,18.8,15.6,16.6,↩️ PULL (눌림),⑤ 하락 / 약세,11.73,-7.5,7.39,-25.59,-38.06,0,0.0,0.0,0.28,0.0,0.19,1.0,0.23,72.1,76.6,12.52,52822,2.8,,800.9115,-0.0933,2.91,0.37,47910,1,21.35,0,0,0,1,False,2.26,15.04,-8.89,5,★,"거래량↑, 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,50,248.5,-0.17784313725490195,7.0,-0.375,9.25553319919517,1,📉 매도세 우위. 💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),5,366,20251219,20251219,16.7,6.04,-8.89,-25.59
293780,압타바이오,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,10120,136.94,2720.4,9000,8090,10350,11700,18.5,19.1,26.6,↩️ PULL (눌림),② 상승 후 조정,39.39,33.33,33.45,16.03,17.17,0,0.09,0.24,0.34,0.0,0.44,0.03,0.46,62.2,71.9,15.86,9479,6.76,,53.7114,-0.2148,2.43,2.0,7904,1,37.18,0,0,0,1,False,12.32,18.92,22.07,7,★,"RSI적정, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,219,197.1,0.4430701754385964,6.0,0.11330049261083744,12.444444444444445,1,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),2,367,20251219,20251219,16.7,6.04,22.07,16.03
041510,에스엠,KOSDAQ,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,미디어·콘텐츠,117100,236.05,26809.7,109300,103400,116300,123300,18.5,23.2,25.1,🔻 REV (역추세 반등),④ 바닥 반등 시도,14.8,-12.48,8.86,-29.5,-28.64,0,0.0,0.0,0.75,0.0,0.38,0.13,0.64,67.1,72.7,10.38,113733,2.96,,2278.171,0.2803,1.41,1.61,103450,1,23.32,0,0,0,1,False,12.81,12.16,-23.46,4,,"MACD상승, 거래량↑, 자금유입, MACD>Sig, VWAP상회",2.5,22,240.5,3.972857142857143,1.0,-0.058394160583941604,7.136322049405306,1,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),4,368,20251219,20251219,16.7,6.04,-23.46,-29.5
220260,켐트로스,KOSDAQ,기타 화학제품 제조업,기타 화학제품 제조업,화학·소재,6640,310.27,1763.5,5560,5000,6230,6900,18.4,11.9,23.7,↩️ PULL (눌림),② 상승 후 조정,73.37,39.35,67.43,57.31,23.19,0,0.0,0.0,0.35,0.0,0.51,0.19,0.63,72.9,89.6,23.08,6304,5.33,,82.5702,-0.096,1.11,1.12,4741,1,72.92,0,0,0,1,False,7.97,25.28,63.35,5,★,"정배열(단), 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,357,198.5,-0.42531250000000004,8.0,-0.25,19.424460431654676,1,💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),2,369,20251219,20251219,16.7,6.04,63.35,57.31
397030,에이프릴바이오,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,50700,1603.89,11766.6,43000,38700,49500,56000,17.8,26.3,30.7,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,35.92,195.63,29.98,74.07,179.47,0,0.0,0.0,0.37,0.0,0.85,1.0,0.48,72.3,83.3,21.42,47397,6.97,,591.2233,0.1816,2.3,1.46,38040,1,33.22,0,0,0,1,False,16.82,16.96,80.11,7,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,46,197.8,0.4430701754385964,6.0,-0.1,17.906976744186046,1,💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),5,370,20251219,20251219,16.7,6.04,80.11,74.07
017960,한국카본,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업","구조용 금속제품, 탱크 및 증기발생기 제조업",기타,34250,240.31,17778.6,30000,28150,32800,35550,17.7,21.9,29.5,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,28.28,30.98,23.94,-12.12,0.42,0,0.0,0.0,0.93,0.0,0.51,0.13,0.58,81.2,86.1,17.61,32026,6.94,,786.9191,0.1119,1.72,2.24,28155,1,29.14,0,0,0,1,False,13.6,21.67,4.58,6,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,83,249.0,0.4430701754385964,6.0,-0.23770491803278687,14.166666666666666,1,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),4,371,20251219,20251219,16.7,6.04,4.58,-12.12
094820,일진파워,KOSDAQ,전기 및 통신 공사업,전기 및 통신 공사업,기타,13360,447.87,2014.5,11620,10990,12560,13500,17.4,12.0,23.2,↩️ PULL (눌림),② 상승 후 조정,28.09,13.03,22.15,24.68,-3.13,0,0.0,0.0,0.76,0.0,0.28,0.32,0.2,69.9,86.7,18.46,12836,4.08,,94.9712,-0.0627,11.79,2.57,10990,1,26.38,0,0,0,1,False,10.69,9.96,30.72,6,★,"거래량↑, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,215,249.8,0.4430701754385964,6.0,-0.33755274261603374,14.974182444061961,1,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),2,372,20251219,20251219,16.7,6.04,30.72,24.68
099320,쎄트렉아이,KOSDAQ,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",기타,58500,110.59,6406.5,54000,52900,55400,56600,16.2,9.2,17.2,🔺 Watch (상승 준비),④ 바닥 반등 시도,5.41,21.88,-0.53,-23.53,5.71,0,0.0,0.0,0.06,0.0,0.33,0.01,0.46,79.0,78.6,11.57,58715,-0.37,,1306.2316,0.0224,1.23,-1.91,53035,1,33.04,0,0,0,1,False,0.86,20.37,-17.49,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입, MACD>Sig",2.5,46,248.4,0.4430701754385964,6.0,-0.5535714285714286,8.333333333333332,1,📉 매도세 우위. 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),4,373,20251219,20251219,16.7,6.04,-17.49,-23.53
473980,노머스,KOSDAQ,창작 및 예술관련 서비스업,창작 및 예술관련 서비스업,서비스 기타,23800,111.86,2618.3,22200,20400,24300,26450,16.0,18.2,31.4,🔻 REV (역추세 반등),④ 바닥 반등 시도,18.41,-21.32,12.47,-39.28,-37.48,0,0.12,0.22,0.87,0.0,0.4,0.01,0.32,67.0,79.9,10.53,22833,4.23,,602.3191,0.3502,3.32,1.83,20418,1,20.62,0,0,0,1,False,15.82,14.42,-33.24,4,,"MACD상승, 거래량↑, 자금유입, MACD>Sig, VWAP상회",2.5,111,246.4,-0.7638095238095237,9.0,0.14705882352941177,7.207207207207207,1,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),4,374,20251219,20251219,16.7,6.04,-33.24,-39.28
209640,와이제이링크,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,4020,538.75,1143.4,3345,3060,3695,4040,16.0,12.5,24.0,↩️ PULL (눌림),③ 박스 / 중립,64.75,2.03,58.81,3.35,-14.13,0,0.0,0.0,0.77,0.0,0.31,0.4,0.28,77.7,92.3,23.7,4173,-3.68,,106.1402,-0.3238,2.41,0.08,3060,1,72.24,0,0,0,1,False,1.01,31.37,9.39,5,★,"거래량↑, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",2.5,701,234.5,-2.7871929824561406,12.0,-0.3385416666666667,20.179372197309416,1,📉 매도세 우위. 💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),3,375,20251219,20251219,16.7,6.04,9.39,3.35
466100,클로봇,KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,IT/전기전자,65300,3705.51,16319.9,50700,45650,56900,63000,15.5,14.3,25.8,↩️ PULL (눌림),② 상승 후 조정,82.66,227.98,76.72,117.97,211.82,0,0.0,0.0,0.38,0.0,0.6,1.0,0.55,83.3,77.6,32.58,65197,0.16,,1816.4972,-0.2937,0.96,0.41,51200,1,90.51,0,0,0,1,False,0.15,54.01,124.01,5,★,"정배열(단), 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,39,197.7,-0.17784313725490195,7.0,-0.42748091603053434,28.79684418145957,1,📉 매도세 우위. 💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),2,376,20251219,20251219,16.7,6.04,124.01,117.97
483650,달바글로벌,KOSPI,기타 화학제품 제조업,기타 화학제품 제조업,화학·소재,161000,490.41,19873.7,144700,138700,152000,159200,14.7,10.7,16.9,↩️ PULL (눌림),⑤ 하락 / 약세,22.15,-12.97,17.81,-20.47,-43.53,0,0.0,0.0,0.4,0.0,0.14,0.36,0.48,87.6,76.7,14.57,157384,2.3,망치형,3268.9757,-0.0199,2.16,1.25,138740,1,33.75,0,0,0,1,False,6.62,24.32,-3.77,4,,"거래량↑, 자금유입, MACD>Sig, VWAP상회, 패턴(망치형)",2.5,17,246.0,-0.42531250000000004,8.0,-0.40358744394618834,11.264685556323428,1,💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),5,377,20251219,20251219,16.7,6.04,-3.77,-20.47
388870,파로스아이바이오,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,10990,99.16,1422.8,9430,8480,10850,12270,14.4,12.6,15.5,↩️ PULL (눌림),② 상승 후 조정,41.44,72.53,35.5,81.18,56.37,0,0.0,0.0,0.35,0.0,0.6,0.0,0.64,63.9,78.7,20.02,10470,4.96,,39.5916,-0.1681,0.8,1.3,7228,1,64.03,0,0,0,1,False,9.9,14.48,87.22,6,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,210,198.0,0.4430701754385964,6.0,-0.055776892430278883,16.542948038176032,1,💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),2,378,20251219,20251219,16.7,6.04,87.22,81.18
309960,LB인베스트먼트,KOSDAQ,기타 금융업,기타 금융업,금융,6680,282.31,1550.9,5690,5360,6190,6680,13.9,16.8,30.9,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,29.71,33.33,23.77,16.08,17.17,0,0.0,0.0,0.85,0.0,0.62,0.17,0.2,78.7,92.3,20.92,6373,4.8,,86.2496,0.1463,13.18,3.05,5363,1,27.31,0,0,0,1,False,18.65,20.58,22.12,7,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,439,249.8,1.6223684210526317,4.0,-0.3712121212121212,17.398945518453427,1,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),5,379,20251219,20251219,16.7,6.04,22.12,16.08
249420,일동제약,KOSPI,의약품 제조업,의약품 제조업,바이오·의약품,37550,1355.29,11880.2,33600,32900,34450,35250,13.2,19.8,18.1,↩️ PULL (눌림),② 상승 후 조정,22.51,197.54,18.17,8.26,166.98,0,0.0,0.0,0.07,0.0,0.37,1.0,0.47,67.3,76.7,15.04,38997,-3.71,장악형,444.0481,-0.6838,0.83,-1.87,33350,1,65.58,0,0,0,1,False,-15.24,35.32,24.96,5,★,"정배열(단), 장기추세(120↑), 자금유입, MACD>Sig, 패턴(장악형)",2.5,74,248.6,3.2100000000000004,3.0,-0.6666666666666666,11.755952380952381,1,📉 매도세 우위. 💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),2,380,20251219,20251219,16.7,6.04,24.96,8.26
000500,가온전선,KOSPI,절연선 및 케이블 제조업,절연선 및 케이블 제조업,기타,85000,51.87,14061.6,79600,75600,84300,88900,13.2,8.3,10.5,↩️ PULL (눌림),② 상승 후 조정,26.49,33.44,22.15,27.61,2.88,0,0.0,0.0,0.65,0.0,0.2,0.0,0.61,66.9,71.7,10.05,86451,-1.68,,741.615,-0.103,0.86,0.86,75670,1,30.68,0,0,0,1,False,2.41,10.82,44.31,4,,"정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",2.5,31,246.8,0.4430701754385964,6.0,-0.07446808510638298,6.78391959798995,1,💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),2,381,20251219,20251219,16.7,6.04,44.31,27.61
082920,비츠로셀,KOSDAQ,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2차전지,19640,69.17,4492.1,17820,16250,19700,21600,12.8,9.6,14.8,↩️ PULL (눌림),② 상승 후 조정,48.26,38.74,42.32,29.09,22.58,0,0.01,0.03,0.69,0.0,0.36,0.0,0.58,66.0,72.9,13.51,19563,0.39,,204.6057,-0.0357,0.66,1.0,16255,1,49.65,0,0,0,1,False,10.15,9.94,35.13,5,★,"정배열(단), 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,127,226.3,-7.496666666666666,16.0,0.017699115044247787,10.21324354657688,1,💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,59.1,53.6,64.7,🌤 중립,1.미디어·콘텐츠(+4.0%) / 2.유통·소비재(+3.7%) / 3.바이오·의약품(+3.2%) / 4.금융(+1.6%) / 5.철강·금속(+0.9%),2,382,20251219,20251219,16.7,6.04,35.13,29.09
