종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),추천매수가,손절가,추천매도가1,추천매도가2,LDY_SCORE,ENTRY_SCORE,ROUTE,REGIME,RSI14,MFI14,이격도,MACD_Hist,MACD_Slope,거래강도,BB_BW,BB_SQUEEZE,Above_MA20,ret_5d_%,ret_10d_%,ret_60d_%,idx_60d_%,rel_60d_%,EBS,통과,근거,SECTOR_RET_5D,SECTOR_RANK,RR1,Now%,AI_COMMENT,MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_지수수익률_%,60일_초과수익(α)_%
032350,롯데관광개발,KOSPI,여행사 및 기타 여행보조 서비스업,여행사 및 기타 여행보조 서비스업,서비스 기타,23400,148.77,18612.2,22000,20450,24300,26650,62.6,63.7,🔼 BRK (돌파),① 강한 상승 추세,56.6,60.7,9.49,181.3134,16.85502,0.36,24.38,0,1,9.6,21.43,35.89,22.72,13.17,6,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",2.74,10.0,1.4838709677419355,6.363636363636363,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),1,20251212,20251212,22.72,10.66,35.89,22.72,13.17
114190,강원에너지,KOSDAQ,기타 전기장비 제조업,기타 전기장비 제조업,IT/전기전자,16380,113.45,4279.0,15840,14730,17170,18610,62.5,68.3,🔼 BRK (돌파),① 강한 상승 추세,68.3,77.5,6.51,108.1167,0.81172,0.68,19.23,0,1,7.91,9.05,43.68,10.66,33.02,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",8.00531914893617,3.0,1.1981981981981982,3.4090909090909087,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),1,20251212,20251212,22.72,10.66,43.68,10.66,33.02
010170,대한광통신,KOSDAQ,절연선 및 케이블 제조업,절연선 및 케이블 제조업,기타,2340,150.4,3088.5,2245,2085,2430,2635,62.1,65.5,🔺 Watch (상승 준비),① 강한 상승 추세,64.0,70.5,7.46,-7.0184,6.12964,0.55,39.95,0,1,-1.06,-1.06,41.56,10.66,30.9,5,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI)",5.643875968992248,7.0,1.15625,4.231625835189309,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),1,20251212,20251212,22.72,10.66,41.56,10.66,30.9
376900,로킷헬스케어,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,기타,76300,428.36,11949.7,72000,67000,78100,84600,61.7,60.8,🔺 Watch (관찰·돌파예상),① 강한 상승 추세,63.6,84.8,9.11,-1267.1895,24.13511,0.31,57.38,0,1,3.39,-3.66,356.89,10.66,346.23,5,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI)",5.643875968992248,7.0,1.22,5.972222222222222,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),1,20251212,20251212,22.72,10.66,356.89,10.66,346.23
006910,보성파워텍,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업","구조용 금속제품, 탱크 및 증기발생기 제조업",기타,5650,337.49,2775.8,5380,5000,5940,6500,61.3,66.8,🔺 Watch (관찰·돌파예상),① 강한 상승 추세,67.2,71.1,8.26,23.1318,25.37738,3.11,14.09,0,1,2.91,7.82,36.47,10.66,25.81,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",5.643875968992248,7.0,1.4736842105263157,5.018587360594796,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),1,20251212,20251212,22.72,10.66,36.47,10.66,25.81
006340,대원전선,KOSPI,절연선 및 케이블 제조업,절연선 및 케이블 제조업,기타,4160,1053.19,3206.3,3820,3555,4225,4625,59.8,51.2,🔺 Watch (관찰·돌파예상),① 강한 상승 추세,64.8,62.8,12.13,-4.5438,40.96244,3.49,21.92,0,1,13.35,3.74,40.07,22.72,17.35,6,★,"RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI)",5.643875968992248,7.0,1.528301886792453,8.900523560209423,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),1,20251212,20251212,22.72,10.66,40.07,22.72,17.35
006730,서부T&D,KOSDAQ,일반 및 생활 숙박시설 운영업,일반 및 생활 숙박시설 운영업,기타,13150,836.66,8603.6,12080,11230,13350,14610,58.5,52.5,🔼 BRK (돌파),① 강한 상승 추세,54.1,79.0,12.14,137.1045,25.78942,2.99,29.71,0,1,16.79,19.11,27.18,10.66,16.52,7,★,"RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",5.643875968992248,7.0,1.4941176470588236,8.857615894039734,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),1,20251212,20251212,22.72,10.66,27.18,10.66,16.52
417200,LS머트리얼즈,KOSDAQ,전자부품 제조업,전자부품 제조업,IT/전기전자,13130,89.9,8882.8,12490,11620,13540,14680,52.5,51.1,🔼 BRK (돌파),① 강한 상승 추세,68.9,57.9,8.26,25.9207,72.64994,1.32,16.67,0,1,6.83,12.61,26.01,10.66,15.35,5,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), MACD>Sig",8.00531914893617,3.0,1.206896551724138,5.124099279423539,📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),1,20251212,20251212,22.72,10.66,26.01,10.66,15.35
455900,엔젤로보틱스,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,32850,126.23,4987.7,30900,28750,33500,36350,51.6,55.7,🔼 BRK (돌파),① 강한 상승 추세,67.1,57.8,9.44,166.2128,50.45023,1.22,26.52,0,1,5.12,5.29,47.97,10.66,37.31,5,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), MACD>Sig",6.1534375,6.0,1.2093023255813953,6.310679611650485,📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),1,20251212,20251212,22.72,10.66,47.97,10.66,37.31
255220,SG,KOSDAQ,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,기타,2740,369.1,2815.0,2525,2350,2790,3055,48.9,52.1,🔼 BRK (돌파),① 강한 상승 추세,60.1,68.2,11.73,11.6748,14.19925,3.76,30.32,0,1,16.35,6.41,21.51,10.66,10.85,7,★,"RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",5.643875968992248,7.0,1.5142857142857142,8.514851485148515,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),1,20251212,20251212,22.72,10.66,21.51,10.66,10.85
000230,일동홀딩스,KOSPI,의약품 제조업,의약품 제조업,바이오·의약품,15810,235.09,1824.5,14120,13130,15600,17080,48.1,53.4,🔺 Watch (관찰·돌파예상),① 강한 상승 추세,65.0,88.8,15.34,99.0139,123.12571,2.28,28.85,0,1,27.19,16.59,74.89,22.72,52.17,7,★,"RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",6.968260869565218,4.0,1.494949494949495,11.968838526912181,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),1,20251212,20251212,22.72,10.66,74.89,22.72,52.17
014280,금강공업,KOSPI,1차 철강 제조업,1차 철강 제조업,철강·금속,7260,280.3,2129.3,6480,6030,7160,7840,46.6,45.5,🔺 Watch (관찰·돌파예상),① 강한 상승 추세,68.0,73.8,15.42,69.5214,24.17118,1.22,28.79,0,1,15.06,10.67,35.45,22.72,12.73,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",14.722999999999999,1.0,1.511111111111111,12.037037037037036,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),1,20251212,20251212,22.72,10.66,35.45,22.72,12.73
299170,더블유에스아이,KOSDAQ,생활용품 도매업,생활용품 도매업,기타,2625,160.65,1013.5,2340,2175,2585,2830,43.8,46.6,🔺 Watch (관찰·돌파예상),① 강한 상승 추세,66.3,75.0,15.58,14.7022,14.35369,2.13,33.28,0,1,12.18,15.64,36.15,10.66,25.49,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",5.643875968992248,7.0,1.4848484848484849,12.179487179487179,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),1,20251212,20251212,22.72,10.66,36.15,10.66,25.49
199430,케이엔알시스템,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",기타,26400,96.49,2876.9,24400,22700,26450,28650,39.8,38.4,🔼 BRK (돌파),① 강한 상승 추세,65.6,65.2,11.49,232.9484,20.49547,0.54,35.11,0,1,10.92,9.09,86.57,10.66,75.91,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",5.643875968992248,7.0,1.2058823529411764,8.19672131147541,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),1,20251212,20251212,22.72,10.66,86.57,10.66,75.91
102940,코오롱생명과학,KOSDAQ,기초 의약물질 제조업,기초 의약물질 제조업,기타,58600,54.13,7280.1,52500,48850,56900,61700,37.2,33.8,🔺 Watch (관찰·돌파예상),① 강한 상승 추세,68.0,80.7,14.95,12.246,28.0945,0.5,57.39,0,1,9.53,-4.25,67.19,10.66,56.53,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",5.643875968992248,7.0,1.2054794520547945,11.619047619047619,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),1,20251212,20251212,22.72,10.66,67.19,10.66,56.53
007660,이수페타시스,KOSPI,전자부품 제조업,전자부품 제조업,IT/전기전자,135100,5285.3,99175.9,135100,125600,146400,158700,88.6,85.5,↩️ PULL (눌림),② 상승 후 조정,57.4,53.3,-1.3,-1222.3197,-818.58908,1.7,23.05,0,0,-0.07,-6.18,87.9,22.72,65.18,4,★,"RSI적정, 거래량↑, 정배열(단), 장기추세(120↑)",8.00531914893617,3.0,1.1894736842105262,0.0,✅ 20일선 부근의 안전한 눌림목 구간입니다. (매수 유효),78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,87.9,22.72,65.18
298380,에이비엘바이오,KOSDAQ,기초 의약물질 제조업,기초 의약물질 제조업,기타,190000,1673.72,104737.8,190000,176700,206000,223000,87.7,85.8,↩️ PULL (눌림),② 상승 후 조정,59.7,66.7,2.83,-2295.459,-711.90004,0.64,26.65,0,1,-0.31,1.06,80.44,10.66,69.78,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",5.643875968992248,7.0,1.2030075187969924,0.0,💸 자금 유입이 꾸준히 이어지고 있습니다.  (매수 유효),78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,80.44,10.66,69.78
015760,한국전력,KOSPI,전기업,전기업,기타,49750,1542.21,319377.1,49750,46250,53900,58500,84.8,79.5,↩️ PULL (눌림),② 상승 후 조정,54.9,41.5,-1.06,-519.8181,-16.30803,0.65,12.44,0,0,-4.69,-5.24,34.82,22.72,12.1,3,,"RSI적정, 정배열(단), 장기추세(120↑)",5.643875968992248,7.0,1.1857142857142857,0.0,✅ 20일선 부근의 안전한 눌림목 구간입니다. (매수 유효),78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,34.82,22.72,12.1
220100,퓨쳐켐,KOSDAQ,의약품 제조업,의약품 제조업,바이오·의약품,31000,566.35,6944.2,31000,28850,33600,36400,81.4,84.0,↩️ PULL (눌림),② 상승 후 조정,52.8,59.9,-1.67,-369.0344,-109.7348,1.3,16.61,0,0,2.48,-6.34,48.33,10.66,37.67,4,★,"RSI적정, 거래량↑, 정배열(단), 장기추세(120↑)",6.968260869565218,4.0,1.2093023255813953,0.0,✅ 20일선 부근의 안전한 눌림목 구간입니다. (매수 유효),78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,48.33,10.66,37.67
222800,심텍,KOSDAQ,전자부품 제조업,전자부품 제조업,IT/전기전자,53200,377.81,19703.5,53200,49500,57700,62500,79.3,83.1,↩️ PULL (눌림),② 상승 후 조정,56.0,59.4,-1.31,-156.3015,-98.16134,0.72,15.75,0,0,-7.48,-1.85,82.5,10.66,71.84,3,,"RSI적정, 정배열(단), 장기추세(120↑)",8.00531914893617,3.0,1.2162162162162162,0.0,✅ 20일선 부근의 안전한 눌림목 구간입니다.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,82.5,10.66,71.84
353200,대덕전자,KOSPI,전자부품 제조업,전자부품 제조업,IT/전기전자,47400,433.34,23423.6,47400,44100,51400,55700,78.9,82.8,↩️ PULL (눌림),② 상승 후 조정,47.7,45.9,-3.97,-753.5859,-36.44463,0.58,14.18,0,0,-1.66,-3.66,82.66,22.72,59.94,3,,"RSI적정, 정배열(단), 장기추세(120↑)",8.00531914893617,3.0,1.2121212121212122,0.0,특이사항 없음. 기술적 지표를 참고하세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,82.66,22.72,59.94
006400,삼성SDI,KOSPI,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2차전지,308000,935.44,248203.4,308000,288000,332000,358500,78.9,79.4,↩️ PULL (눌림),② 상승 후 조정,69.3,61.2,1.74,-630.2679,-196.17499,0.79,12.74,0,1,0.16,2.84,50.98,22.72,28.26,4,★,"20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",6.867999999999999,5.0,1.2,0.0,💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,50.98,22.72,28.26
287840,인투셀,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,64400,414.79,9658.5,64100,59600,69400,75300,76.2,82.5,🔺 Watch (상승 준비),② 상승 후 조정,63.6,77.3,3.56,-518.737,-63.92226,0.72,31.97,0,1,-2.72,-2.42,66.84,10.66,56.18,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",5.643875968992248,7.0,1.1777777777777778,0.46801872074883,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,66.84,10.66,56.18
356860,티엘비,KOSDAQ,전자부품 제조업,전자부품 제조업,IT/전기전자,63100,176.56,6204.4,63100,58700,68400,74100,76.0,84.8,↩️ PULL (눌림),② 상승 후 조정,47.3,60.8,-4.98,-614.0503,-101.4191,0.63,13.86,0,0,-4.97,-5.11,61.38,10.66,50.72,4,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입(MFI)",8.00531914893617,3.0,1.2045454545454546,0.0,💸 자금 유입이 꾸준히 이어지고 있습니다. ,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,61.38,10.66,50.72
067310,하나마이크론,KOSDAQ,반도체 제조업,반도체 제조업,반도체,24650,500.32,16362.2,24650,22900,26700,28950,75.5,83.0,↩️ PULL (눌림),② 상승 후 조정,57.8,61.1,-1.05,-57.8281,-7.51761,1.26,13.25,0,0,-2.57,-4.09,39.03,10.66,28.37,5,★,"RSI적정, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI)",-1.3828571428571428,15.0,1.1714285714285715,0.0,💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,39.03,10.66,28.37
058470,리노공업,KOSDAQ,전자부품 제조업,전자부품 제조업,IT/전기전자,63600,537.0,48470.7,63600,59100,68900,74700,75.4,79.9,↩️ PULL (눌림),② 상승 후 조정,68.4,73.4,1.53,-256.9828,-137.89925,1.24,26.4,0,1,-2.75,-6.88,29.66,10.66,19.0,5,★,"20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI)",8.00531914893617,3.0,1.1777777777777778,0.0,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,29.66,10.66,19.0
140410,메지온,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,71400,151.66,21679.8,71400,66400,77400,83900,73.8,82.9,↩️ PULL (눌림),② 상승 후 조정,52.5,54.8,-2.94,-702.2006,-417.01145,1.35,32.15,0,0,-15.8,-8.46,31.49,10.66,20.83,4,★,"RSI적정, 거래량↑, 정배열(단), 장기추세(120↑)",5.643875968992248,7.0,1.2,0.0,특이사항 없음. 기술적 지표를 참고하세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,31.49,10.66,20.83
319660,피에스케이,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,31750,205.04,9196.9,31750,29550,34400,37300,73.7,82.6,↩️ PULL (눌림),② 상승 후 조정,62.3,59.4,0.66,207.5799,-20.97659,2.1,20.36,0,1,0.47,6.9,17.38,10.66,6.72,5,★,"RSI적정, 20선근접, 거래량↑, 장기추세(120↑), MACD>Sig",6.1534375,6.0,1.2045454545454546,0.0,✅ 20일선 부근의 안전한 눌림목 구간입니다.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,17.38,10.66,6.72
402340,SK스퀘어,KOSPI,기타 금융업,기타 금융업,금융,308000,633.57,408225.8,308000,286500,334000,362000,73.4,81.5,↩️ PULL (눌림),② 상승 후 조정,67.4,63.3,2.55,-761.2951,-758.10965,0.39,20.69,0,1,1.99,3.36,56.11,22.72,33.39,4,★,"20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",2.2256249999999995,11.0,1.2093023255813953,0.0,💸 자금 유입이 꾸준히 이어지고 있습니다. ,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,56.11,22.72,33.39
069620,대웅제약,KOSPI,의약품 제조업,의약품 제조업,바이오·의약품,184700,151.04,21400.4,182900,170100,202000,221500,71.9,80.1,🔺 Watch (상승 준비),② 상승 후 조정,68.4,75.8,4.03,7.2005,-414.03815,1.62,16.2,0,1,0.71,4.76,28.98,22.72,6.26,6,★,"20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",6.968260869565218,4.0,1.4921875,0.9841443411700382,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,28.98,22.72,6.26
005690,파미셀,KOSPI,기초 의약물질 제조업,기초 의약물질 제조업,기타,16270,176.48,9764.8,16270,15130,17640,19120,71.7,80.0,↩️ PULL (눌림),② 상승 후 조정,49.7,42.1,-4.31,-157.7289,-11.05306,0.32,20.64,0,0,-5.35,-4.91,38.47,22.72,15.75,3,,"RSI적정, 정배열(단), 장기추세(120↑)",5.643875968992248,7.0,1.2017543859649122,0.0,특이사항 없음. 기술적 지표를 참고하세요.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,38.47,22.72,15.75
004800,효성,KOSPI,기타 금융업,기타 금융업,금융,131800,108.38,22063.9,131800,122600,142900,154900,71.5,83.4,↩️ PULL (눌림),② 상승 후 조정,57.9,50.7,-0.51,-638.1718,-285.71671,1.62,14.62,0,0,-3.58,0.84,47.76,22.72,25.04,5,★,"RSI적정, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑)",2.2256249999999995,11.0,1.2065217391304348,0.0,✅ 20일선 부근의 안전한 눌림목 구간입니다.,78.5,75.7,81.5,🔥 과열,1.철강·금속(+14.7%) / 2.유통·소비재(+10.0%) / 3.IT/전기전자(+8.0%) / 4.바이오·의약품(+7.0%) / 5.2차전지(+6.9%),2,20251212,20251212,22.72,10.66,47.76,22.72,25.04
